Ticker,Date,Open,Close,High,Low,Volume
AAPL,2025-02-20,244.93,245.85,246.66,244.31,930650
AAPL,2025-02-21,245.96,245.69,248.69,245.23,1443806
AAPL,2025-02-24,244.93,247.21,248.85,244.45,1408682
AAPL,2025-02-25,247.97,247.18,250,244.92,1757305
AAPL,2025-02-26,244.3,240.37,244.94,239.13,1373000
AAPL,2025-02-27,239.54,237.48,242.46,237.15,1529200
AAPL,2025-02-28,236.94,241.41,242.09,234.68,1522895
AAPL,2025-03-03,241.79,238.1,244.01,236.14,1339138
AAPL,2025-03-04,237.71,236.02,240.05,234.7,1987938
AAPL,2025-03-05,235.5,235.68,236.53,229.24,1327198
AAPL,2025-03-06,234.4,235.33,237.83,233.34,1875430
AAPL,2025-03-07,235.17,239.02,241.34,234.85,1888644
AAPL,2025-03-10,235.6,227.57,236.15,224.23,2748278
AAPL,2025-03-11,223.74,220.92,225.83,217.48,2425098
AAPL,2025-03-12,220.14,216.95,221.73,214.93,2055704
AAPL,2025-03-13,215.97,209.69,216.8,208.45,2174336
AAPL,2025-03-14,211.25,213.35,213.96,209.59,1460527
AAPL,2025-03-17,213.4,214.2,215.2,209.98,1597934
AAPL,2025-03-18,214.15,212.79,215.13,211.5,1265863
AAPL,2025-03-19,214.15,215.32,218.71,213.75,1228697
AAPL,2025-03-20,213.96,214.11,217.46,212.22,1096773
AAPL,2025-03-21,211.52,218.22,218.84,211.32,1502521
AAPL,2025-03-24,221,220.34,221.03,218.66,1325190
AAPL,2025-03-25,220.77,223.74,224.1,220.09,986305
AAPL,2025-03-26,223.51,221.48,225.01,220.5,1139152
AAPL,2025-03-27,221.34,223.86,224.99,220.56,1031776
AAPL,2025-03-28,221.62,217.8,223.8,217.7,1154015
AAPL,2025-03-31,217,222.07,224.15,216.25,2037127
AAPL,2025-04-01,219.75,223.12,223.48,218.91,1234787
AAPL,2025-04-02,221.32,223.87,225.18,221.14,1157898
AAPL,2025-04-03,205.66,203.02,207.43,201.25,3168762
AAPL,2025-04-04,193.89,188.5,199.87,187.36,4379035
AAPL,2025-04-07,176.97,181.59,194.13,174.64,6092757
AAPL,2025-04-08,186.7,172.8,190.31,169.26,4560716
AAPL,2025-04-09,172.06,198.53,200.61,171.92,7008363
AAPL,2025-04-10,189.19,190.63,194.75,183.04,4355984
AAPL,2025-04-11,186.14,198.08,199.52,186.14,2992959
AAPL,2025-04-14,211.47,202.58,212.94,201.2,3297816
AAPL,2025-04-15,201.85,202.16,203.5,199.83,1578189
AAPL,2025-04-16,198.3,194.31,200.65,192.38,1809090
AAPL,2025-04-17,197.11,196.88,198.82,194.52,1313444
AMZN,2025-01-02,222.43,220.21,225.11,218.2,1204922
AMZN,2025-01-03,222.52,224.15,225.33,221.62,674997
AMZN,2025-01-06,226.81,227.59,228.79,224.87,911113
AMZN,2025-01-07,228.13,222.12,228.37,221.46,854846
AMZN,2025-01-08,223.19,222.01,223.5,220.27,664884
AMZN,2025-01-10,221.47,218.93,221.71,216.5,1162085
AMZN,2025-01-13,218.1,218.46,219.39,216.47,780538
AMZN,2025-01-14,220.52,217.78,221.81,216.25,865921
AMZN,2025-01-15,222.67,223.35,223.5,220.78,1087608
AMZN,2025-01-16,224.52,220.65,224.63,220.33,662262
AMZN,2025-01-17,225.99,225.95,226.43,223.09,795831
AMZN,2025-01-21,229.05,230.68,231.78,227,1212820
AMZN,2025-01-22,232.09,235,235.41,231.2,935448
AMZN,2025-01-23,234,235.37,235.44,231.54,787773
AMZN,2025-01-24,234.86,234.83,236.39,232.94,727825
AMZN,2025-01-27,226.26,235.54,235.62,225.96,1816143
AMZN,2025-01-28,234.38,238.2,241.76,234,1835588
AMZN,2025-01-29,239.02,237.08,240.36,236.16,1001640
AMZN,2025-01-30,237.11,234.56,237.9,232.23,1138684
AMZN,2025-01-31,236.72,237.58,240.28,236.5,1151181
AMZN,2025-02-03,234.05,237.45,239.23,232.91,1549994
AMZN,2025-02-04,238.98,242.02,242.51,238.03,869577
AMZN,2025-02-05,236.84,236.09,238.25,235.2,1608075
AMZN,2025-02-06,238.21,238.78,239.57,236.02,1452190
AMZN,2025-02-07,232.73,229.05,234.81,228.07,2707190
AMZN,2025-02-10,230.55,233.23,233.91,229.22,948795
AMZN,2025-02-11,231.92,232.75,233.44,230.13,753021
AMZN,2025-02-12,230.34,228.95,231.18,228.16,825695
AMZN,2025-02-13,228.79,230.32,230.42,227.53,1121629
AMZN,2025-02-14,229.25,228.64,229.77,227.24,821983
AMZN,2025-02-18,228.94,226.64,229.09,223.74,1439303
AMZN,2025-02-19,225.5,226.65,226.83,223.78,905590
AMZN,2025-02-20,224.78,222.83,225.11,221.81,874560
AMZN,2025-02-21,223.27,216.63,223.3,214.76,1753965
AMZN,2025-02-24,217.52,212.84,217.72,212.44,1316606
AMZN,2025-02-25,211.53,212.87,213.33,204.2,2494787
AMZN,2025-02-26,214.87,214.35,218.14,213.1,1378053
AMZN,2025-02-27,218.35,208.79,219.96,208.36,1816878
AMZN,2025-02-28,208.99,211.95,212.62,207,1877058
AMZN,2025-03-03,213.17,205.08,214.01,202.55,1727643
AMZN,2025-03-04,200.07,203.76,206.8,197.46,2271217
AMZN,2025-03-05,204.71,208.27,209.95,203.26,1643238
AMZN,2025-03-06,204.4,200.69,205.76,198.33,2187462
AMZN,2025-03-07,199.48,199.27,202.25,192.56,2639980
AMZN,2025-03-10,195.78,194.62,196.68,190.85,3020717
AMZN,2025-03-11,193.94,196.51,200.11,193.4,2233810
AMZN,2025-03-12,200.77,198.88,201.5,195.3,1787204
AMZN,2025-03-13,198.37,193.91,198.87,191.84,1846361
AMZN,2025-03-14,197.38,198.11,198.57,195.35,1420316
AMZN,2025-03-17,198.87,195.79,199,194.34,1658119
AMZN,2025-03-18,192.49,192.83,193.93,189.4,1577611
AMZN,2025-03-19,193.38,195.53,195.96,191.98,1362105
AMZN,2025-03-20,193.06,194.97,199.28,192.32,1325402
AMZN,2025-03-21,192.89,196.19,196.75,192.57,1137307
AMZN,2025-03-24,200.08,203.03,203.55,200.04,1286022
AMZN,2025-03-25,203.53,205.72,206.2,203.24,1189922
AMZN,2025-03-26,205.84,201.1,206.01,199.92,1477247
AMZN,2025-03-27,200.74,201.41,203.78,199.32,935066
AMZN,2025-03-28,198.41,192.62,199.25,191.89,2122658
AMZN,2025-03-31,188.01,190.22,191.31,184.64,2429585
AMZN,2025-04-01,187.96,192.1,193.93,187.27,1722473
AMZN,2025-04-02,187.76,196.01,198.31,187.75,1942617
AMZN,2025-04-03,182.59,178.33,184.09,176.94,3918927
AMZN,2025-04-04,167.14,171.28,178.13,166.06,4822997
AMZN,2025-04-07,161.89,175.24,183.34,161.39,4425690
AMZN,2025-04-08,185.23,170.97,185.88,168.67,3355069
AMZN,2025-04-09,171.9,190.88,192.64,169.96,4564108
AMZN,2025-04-10,185.55,181.07,186.84,175.88,2947631
AMZN,2025-04-11,179.93,184.76,185.79,178,2047852
AMZN,2025-04-14,186.86,182.14,187.33,179.25,2246007
AMZN,2025-04-15,181.48,179.51,182.35,177.95,1562095
AMZN,2025-04-16,176.48,174.37,179.08,171.42,2119667
AMZN,2025-04-17,176.11,172.63,176.14,172,1854711
BRK.B,2025-01-02,455.98,451.06,456.72,450.03,96970
BRK.B,2025-01-03,452.69,453.71,454.48,450.17,50763
BRK.B,2025-01-06,454.53,451.55,456.13,450.57,123915
BRK.B,2025-01-07,452.99,452.97,456.47,451.24,127719
BRK.B,2025-01-08,454.33,451.73,454.61,449.7,99904
BRK.B,2025-01-10,451.3,442.5,452.39,440.18,137029
BRK.B,2025-01-13,441.91,444,445,441.26,72160
BRK.B,2025-01-14,445.56,450.03,450.3,443.92,101695
BRK.B,2025-01-15,455.4,458.48,459.06,453.72,110792
BRK.B,2025-01-16,459.16,462.78,462.86,458.4,88837
BRK.B,2025-01-17,466.01,468.12,470.07,462.51,95000
BRK.B,2025-01-21,471.21,468.47,473.19,467.76,58060
BRK.B,2025-01-22,468.19,460.45,468.19,455.31,152101
BRK.B,2025-01-23,461.9,459.87,464.6,459.12,66782
BRK.B,2025-01-24,457.24,463.09,463.81,457.24,86818
BRK.B,2025-01-27,465.73,474.72,474.88,465.4,117232
BRK.B,2025-01-28,474.19,470.01,474.19,469.32,58890
BRK.B,2025-01-29,470,469.19,473.81,468.25,76579
BRK.B,2025-01-30,471.64,472.29,474.02,469.16,63839
BRK.B,2025-01-31,472.22,468.68,472.53,467.16,63963
BRK.B,2025-02-03,461.65,464.85,466.61,455,101503
BRK.B,2025-02-04,465.24,467.47,467.87,462.7,85863
BRK.B,2025-02-05,470.45,473.84,474.14,468.92,131784
BRK.B,2025-02-06,475.85,477.2,478,473.29,88429
BRK.B,2025-02-07,478.04,472.72,478.21,472.35,80359
BRK.B,2025-02-10,473.92,470.31,474.06,469.39,66387
BRK.B,2025-02-11,470.23,472.73,473,466.83,58993
BRK.B,2025-02-12,470.7,471.69,472.09,468.08,51034
